	AreaName	Total area in square miles 1990	Total area in square miles 2000	Land area in square miles 1980	Land area in square miles 1990	Land area in square miles 2000	Land area in square miles 2010	Water area in square miles 1990	Water area in square miles 2000	county	state
256	Bent, CO	1541.25	1541.12	1517.21	1514.03	1513.9	1512.86	27.22	27.22	Bent	 CO
257	Boulder, CO	751.4	751.37	742.29	742.46	742.46	726.29	8.94	8.91	Boulder	 CO
258	Broomfield, CO	0.0	0.0	0.0	0.0	0.0	33.03	0.0	0.0	Broomfield	 CO
259	Chaffee, CO	1015.07	1015.01	1007.7	1013.52	1013.45	1013.4	1.55	1.55	Chaffee	 CO
260	Cheyenne, CO	1781.5	1781.37	1782.77	1781.48	1781.35	1778.28	0.02	0.02	Cheyenne	 CO
261	Clear Creek, CO	396.47	396.46	396.33	395.46	395.45	395.23	1.01	1.01	Clear Creek	 CO
262	Conejos, CO	1290.99	1290.87	1284.41	1287.34	1287.22	1287.39	3.65	3.65	Conejos	 CO
263	Costilla, CO	1230.55	1230.44	1226.93	1227.21	1227.1	1226.95	3.34	3.34	Costilla	 CO
264	Crowley, CO	800.38	800.33	789.62	789.04	788.99	787.42	11.34	11.34	Crowley	 CO
265	Custer, CO	739.95	739.9	740.04	738.93	738.89	738.63	1.02	1.02	Custer	 CO
266	Delta, CO	1148.61	1148.52	1141.19	1142.21	1142.11	1142.05	6.4	6.42	Delta	 CO
267	Denver, CO	154.88	154.94	110.6	153.28	153.35	153.0	1.6	1.59	Denver	 CO
268	Dolores, CO	1068.14	1068.09	1064.12	1067.01	1066.97	1067.05	1.13	1.13	Dolores	 CO
269	Douglas, CO	842.81	842.75	841.04	840.17	840.11	840.25	2.64	2.64	Douglas	 CO
270	Eagle, CO	1691.89	1691.8	1689.73	1687.96	1687.88	1684.53	3.93	3.93	Eagle	 CO
271	Elbert, CO	1851.01	1850.89	1851.2	1850.9	1850.78	1850.85	0.11	0.11	Elbert	 CO
272	El Paso, CO	2129.71	2129.56	2128.88	2126.69	2126.45	2126.8	3.02	3.11	El Paso	 CO
273	Fremont, CO	1534.06	1533.95	1537.91	1533.04	1532.93	1533.07	1.02	1.02	Fremont	 CO
274	Garfield, CO	2956.08	2955.76	2951.64	2947.49	2947.06	2947.56	8.59	8.7	Garfield	 CO
275	Gilpin, CO	150.26	150.25	149.39	149.87	149.87	149.9	0.39	0.39	Gilpin	 CO
276	Grand, CO	1869.7	1869.6	1854.08	1849.76	1846.67	1846.33	19.94	22.93	Grand	 CO
277	Gunnison, CO	3259.94	3259.75	3237.76	3239.01	3238.81	3239.1	20.93	20.93	Gunnison	 CO
278	Hinsdale, CO	1123.22	1123.14	1115.39	1117.76	1117.68	1117.25	5.46	5.46	Hinsdale	 CO
279	Huerfano, CO	1593.36	1593.24	1583.57	1590.99	1590.87	1591.0	2.37	2.38	Huerfano	 CO
280	Jackson, CO	1621.05	1620.95	1614.47	1613.31	1613.21	1613.72	7.74	7.74	Jackson	 CO
281	Jefferson, CO	778.2	778.06	767.89	772.23	772.09	764.21	5.97	5.97	Jefferson	 CO
282	Kiowa, CO	1785.87	1785.76	1758.21	1771.11	1770.99	1767.77	14.76	14.76	Kiowa	 CO
283	Kit Carson, CO	2161.71	2161.56	2160.22	2161.02	2160.87	2160.82	0.69	0.69	Kit Carson	 CO
284	Lake, CO	383.93	383.9	379.24	376.92	376.89	376.91	7.01	7.01	Lake	 CO
285	La Plata, CO	1700.03	1699.93	1691.72	1692.29	1692.15	1692.08	7.74	7.78	La Plata	 CO
286	Larimer, CO	2634.0	2633.86	2604.09	2601.44	2601.3	2596.0	32.56	32.56	Larimer	 CO
287	Las Animas, CO	4775.74	4775.42	4770.61	4772.96	4772.63	4772.67	2.78	2.79	Las Animas	 CO
288	Lincoln, CO	2586.56	2586.39	2586.05	2586.26	2586.09	2577.63	0.3	0.3	Lincoln	 CO
289	Logan, CO	1844.96	1844.86	1818.4	1838.63	1838.52	1838.55	6.33	6.33	Logan	 CO
290	Mesa, CO	3341.28	3341.11	3309.11	3327.92	3327.75	3328.97	13.36	13.36	Mesa	 CO
291	Mineral, CO	877.82	877.7	877.24	875.83	875.72	875.67	1.99	1.99	Mineral	 CO
292	Moffat, CO	4751.21	4750.94	4731.71	4742.52	4742.25	4743.29	8.69	8.69	Moffat	 CO
293	Montezuma, CO	2040.08	2039.97	2038.31	2036.94	2036.63	2029.53	3.14	3.34	Montezuma	 CO
294	Montrose, CO	2242.71	2242.57	2240.21	2240.75	2240.61	2240.7	1.96	1.96	Montrose	 CO
295	Morgan, CO	1293.97	1293.87	1276.39	1285.46	1285.36	1280.43	8.51	8.51	Morgan	 CO
296	Otero, CO	1269.81	1269.74	1246.86	1262.92	1262.86	1261.96	6.89	6.89	Otero	 CO
297	Ouray, CO	542.26	542.21	541.51	542.07	540.47	541.59	0.19	1.74	Ouray	 CO
298	Park, CO	2210.82	2210.69	2192.44	2200.82	2200.69	2193.85	10.0	10.0	Park	 CO
299	Phillips, CO	687.78	687.74	687.86	687.66	687.62	687.93	0.12	0.12	Phillips	 CO
300	Pitkin, CO	973.28	973.23	968.32	970.47	970.42	970.7	2.81	2.81	Pitkin	 CO
301	Prowers, CO	1644.46	1644.35	1628.79	1640.49	1640.38	1638.4	3.97	3.97	Prowers	 CO
302	Pueblo, CO	2397.86	2397.73	2377.01	2388.81	2388.69	2386.1	9.05	9.04	Pueblo	 CO
303	Rio Blanco, CO	3223.1	3222.91	3222.04	3221.16	3220.97	3220.93	1.94	1.94	Rio Blanco	 CO
304	Rio Grande, CO	913.13	912.14	913.16	912.6	911.6	911.96	0.53	0.53	Rio Grande	 CO
305	Routt, CO	2368.19	2368.02	2366.6	2361.76	2361.59	2362.03	6.43	6.43	Routt	 CO
306	Saguache, CO	3170.46	3170.25	3167.01	3168.65	3168.44	3168.53	1.81	1.82	Saguache	 CO
307	San Juan, CO	388.31	388.29	387.77	387.45	387.42	387.49	0.86	0.86	San Juan	 CO
308	San Miguel, CO	1288.54	1288.49	1286.94	1286.56	1286.5	1286.61	1.98	1.98	San Miguel	 CO
309	Sedgwick, CO	549.64	549.6	539.57	548.28	548.24	548.04	1.36	1.36	Sedgwick	 CO
310	Summit, CO	619.29	619.25	607.39	608.21	608.16	608.36	11.08	11.09	Summit	 CO
311	Teller, CO	558.99	558.96	558.74	557.1	557.06	557.06	1.89	1.89	Teller	 CO
312	Washington, CO	2524.29	2524.12	2520.03	2521.15	2520.98	2518.03	3.14	3.13	Washington	 CO
313	Weld, CO	4021.76	4021.56	3990.16	3992.77	3992.45	3987.24	28.99	29.11	Weld	 CO
314	Yuma, CO	2369.22	2369.1	2364.66	2366.15	2365.79	2364.41	3.07	3.3	Yuma	 CO
315	CONNECTICUT	5543.65	5543.33	4871.61	4845.39	4844.8	4842.36	698.26	698.53		
316	Fairfield, CT	837.01	836.96	632.22	625.85	625.8	624.89	211.16	211.15	Fairfield	 CT
317	Hartford, CT	750.61	750.57	739.36	735.5	735.44	735.1	15.11	15.13	Hartford	 CT
318	Litchfield, CT	944.63	944.57	921.44	920.0	919.92	920.56	24.63	24.65	Litchfield	 CT
319	Middlesex, CT	439.07	439.07	372.68	369.28	369.26	369.3	69.79	69.81	Middlesex	 CT
320	New Haven, CT	862.06	862.02	610.04	605.79	605.64	604.51	256.27	256.38	New Haven	 CT
321	New London, CT	771.71	771.66	668.99	666.07	665.91	664.88	105.64	105.75	New London	 CT
322	Tolland, CT	417.03	417.01	411.68	410.08	410.07	410.21	6.95	6.94	Tolland	 CT
323	Windham, CT	521.51	521.47	515.2	512.8	512.75	512.91	8.71	8.71	Windham	 CT
324	DELAWARE	2489.38	2489.27	1932.35	1954.62	1953.56	1948.54	534.76	535.71		
325	Kent, DE	800.14	800.12	594.74	590.66	589.72	586.18	209.48	210.4	Kent	 DE
326	New Castle, DE	493.53	493.51	395.66	426.3	426.27	426.29	67.23	67.24	New Castle	 DE
327	Sussex, DE	1195.7	1195.65	941.95	937.65	937.58	936.08	258.05	258.07	Sussex	 DE
328	DISTRICT OF COLUMBIA	68.36	68.34	62.7	61.41	61.4	61.05	6.95	6.94		
329	District of Columbia	68.36	68.34	62.7	61.41	61.4	61.05	6.95	6.94		
330	FLORIDA	65758.08	65754.59	54152.88	53997.08	53926.82	53624.76	11761.0	11827.77		
331	Alachua, FL	969.18	969.12	901.47	874.3	874.25	875.02	94.88	94.88	Alachua	 FL
332	Baker, FL	588.92	588.89	585.17	585.25	585.21	585.23	3.67	3.67	Baker	 FL
333	Bay, FL	1033.35	1033.27	757.59	763.74	763.68	758.46	269.61	269.6	Bay	 FL
334	Bradford, FL	300.06	300.04	292.77	293.15	293.13	293.96	6.91	6.91	Bradford	 FL
335	Brevard, FL	1557.25	1556.95	995.41	1018.49	1018.19	1015.66	538.76	538.76	Brevard	 FL
336	Broward, FL	1319.74	1319.63	1211.27	1208.89	1205.4	1209.79	110.85	114.24	Broward	 FL
337	Calhoun, FL	574.38	574.34	567.8	567.39	567.31	567.33	6.99	7.03	Calhoun	 FL
338	Charlotte, FL	859.28	859.12	690.02	693.67	693.6	680.28	165.61	165.51	Charlotte	 FL
339	Citrus, FL	773.24	773.15	628.64	583.61	583.81	581.7	189.63	189.34	Citrus	 FL
340	Clay, FL	643.73	643.69	592.2	601.14	601.11	604.36	42.59	42.59	Clay	 FL
341	Collier, FL	2305.09	2304.93	1994.1	2025.45	2025.34	1998.32	279.64	279.59	Collier	 FL
342	Columbia, FL	801.12	801.04	796.45	797.16	797.05	797.57	3.96	3.99	Columbia	 FL
343	DeSoto, FL	639.55	639.5	635.73	637.33	637.27	637.06	2.22	2.23	DeSoto	 FL
344	Dixie, FL	863.71	863.66	701.29	704.05	704.01	705.05	159.66	159.65	Dixie	 FL
345	Duval, FL	918.28	918.24	776.49	773.85	773.67	762.19	144.43	144.57	Duval	 FL
346	Escambia, FL	893.94	875.57	660.44	663.65	662.35	656.46	230.29	213.21	Escambia	 FL
347	Flagler, FL	570.79	570.76	490.78	485.02	485.0	485.46	85.77	85.77	Flagler	 FL
348	Franklin, FL	1026.45	1037.48	544.84	533.98	544.34	534.73	492.47	493.14	Franklin	 FL
349	Gadsden, FL	528.51	528.49	517.6	516.15	516.13	516.33	12.36	12.35	Gadsden	 FL
350	Gilchrist, FL	355.49	355.47	353.77	348.86	348.89	349.68	6.63	6.58	Gilchrist	 FL
351	Glades, FL	986.19	986.43	762.97	773.51	773.64	806.01	212.68	212.79	Glades	 FL
352	Gulf, FL	755.78	744.59	558.63	565.06	554.6	564.01	190.72	190.0	Gulf	 FL
353	Hamilton, FL	519.35	519.31	517.49	514.88	514.86	513.79	4.47	4.45	Hamilton	 FL
354	Hardee, FL	638.38	638.33	637.45	637.36	637.3	637.78	1.02	1.03	Hardee	 FL
355	Hendry, FL	1189.89	1189.79	1162.52	1152.7	1152.53	1152.75	37.19	37.26	Hendry	 FL
356	Hernando, FL	589.12	589.08	477.22	478.29	478.31	472.54	110.83	110.77	Hernando	 FL
357	Highlands, FL	1106.36	1106.28	1028.61	1028.48	1028.27	1016.62	77.88	78.01	Highlands	 FL
358	Hillsborough, FL	1266.36	1266.22	1052.86	1051.02	1050.91	1020.21	215.34	215.31	Hillsborough	 FL
359	Holmes, FL	488.75	488.71	487.5	482.54	482.45	478.78	6.21	6.26	Holmes	 FL
360	Indian River, FL	616.97	616.92	497.06	503.25	503.23	502.87	113.72	113.69	Indian River	 FL
361	Jackson, FL	954.67	954.58	941.58	915.78	915.64	917.76	38.89	38.94	Jackson	 FL
362	Jefferson, FL	636.68	636.65	609.27	597.79	597.74	598.1	38.89	38.91	Jefferson	 FL
363	Lafayette, FL	547.96	547.92	545.2	542.83	542.84	543.41	5.13	5.08	Lafayette	 FL
364	Lake, FL	1156.51	1156.4	954.36	953.11	953.15	938.38	203.4	203.25	Lake	 FL
365	Lee, FL	1212.0	1211.89	803.05	803.6	803.63	784.51	408.4	408.26	Lee	 FL
366	Leon, FL	701.83	701.78	675.91	666.8	666.74	666.85	35.03	35.04	Leon	 FL
367	Levy, FL	1412.41	1412.32	1099.56	1118.45	1118.38	1118.21	293.96	293.94	Levy	 FL
368	Liberty, FL	843.22	843.16	837.21	835.93	835.87	835.56	7.29	7.29	Liberty	 FL
369	Madison, FL	715.89	715.8	710.34	691.95	691.79	695.95	23.94	24.0	Madison	 FL
370	Manatee, FL	892.84	892.75	747.13	741.2	741.03	742.93	151.64	151.72	Manatee	 FL
371	Marion, FL	1663.1	1663.01	1609.68	1578.99	1578.86	1584.55	84.11	84.15	Marion	 FL
372	Martin, FL	752.86	752.79	554.69	555.68	555.62	543.46	197.18	197.18	Martin	 FL
373	Miami-Dade, FL	2429.59	2431.26	1955.26	1944.46	1946.06	1897.72	485.13	485.19	Miami-Dade	 FL
374	Monroe, FL	3737.42	3737.15	1034.1	997.26	996.91	983.28	2740.16	2740.24	Monroe	 FL
375	Nassau, FL	725.9	725.86	649.04	651.62	651.55	648.64	74.28	74.3	Nassau	 FL
376	Okaloosa, FL	1082.09	1082.0	935.81	935.79	935.63	930.25	146.3	146.37	Okaloosa	 FL
377	Okeechobee, FL	891.98	891.57	770.49	774.33	773.94	768.91	117.65	117.63	Okeechobee	 FL
378	Orange, FL	1004.31	1004.19	910.49	907.63	907.45	903.43	96.68	96.74	Orange	 FL
379	Osceola, FL	1506.49	1506.35	1349.68	1322.02	1321.9	1327.45	184.47	184.45	Osceola	 FL
380	Palm Beach, FL	2386.53	2386.33	1993.11	2034.34	1974.11	1969.76	352.19	412.22	Palm Beach	 FL
381	Pasco, FL	868.02	867.95	737.85	744.99	744.85	746.89	123.03	123.1	Pasco	 FL
382	Pinellas, FL	607.75	607.67	280.18	280.15	279.92	273.8	327.6	327.75	Pinellas	 FL
383	Polk, FL	2010.19	2009.99	1823.13	1874.93	1874.38	1797.84	135.26	135.6	Polk	 FL
384	Putnam, FL	827.22	827.16	732.88	722.17	721.89	727.62	105.05	105.27	Putnam	 FL
385	St. Johns, FL	821.47	821.43	617.28	609.04	609.01	600.66	212.43	212.42	St. Johns	 FL
386	St. Lucie, FL	688.13	688.08	581.0	572.49	572.45	571.93	115.64	115.63	St. Lucie	 FL
387	Santa Rosa, FL	1155.31	1173.57	1023.52	1015.82	1016.93	1011.61	139.49	156.65	Santa Rosa	 FL
388	Sarasota, FL	725.27	725.18	573.14	571.75	571.55	555.87	153.52	153.63	Sarasota	 FL
389	Seminole, FL	344.9	344.87	298.03	308.23	308.2	309.22	36.67	36.67	Seminole	 FL
390	Sumter, FL	580.35	580.31	561.21	545.67	545.73	546.93	34.68	34.58	Sumter	 FL
391	Suwannee, FL	691.94	691.9	689.67	687.68	687.64	688.55	4.26	4.26	Suwannee	 FL
392	Taylor, FL	1232.05	1232.01	1057.52	1041.95	1041.91	1043.31	190.1	190.1	Taylor	 FL
393	Union, FL	249.72	249.71	245.76	240.3	240.29	243.56	9.42	9.42	Union	 FL
394	Volusia, FL	1432.51	1432.44	1112.81	1105.88	1103.25	1101.03	326.63	329.19	Volusia	 FL
395	Wakulla, FL	735.78	735.74	601.32	606.69	606.66	606.42	129.09	129.08	Wakulla	 FL
396	Walton, FL	1238.13	1238.03	1065.75	1057.67	1057.56	1037.63	180.46	180.47	Walton	 FL
397	Washington, FL	615.84	615.79	589.73	579.88	579.93	582.8	35.96	35.86	Washington	 FL
398	GEORGIA	59441.22	59424.77	58055.79	57918.73	57906.14	57513.49	1522.49	1518.63		
399	Appling, GA	512.15	512.11	510.04	508.78	508.51	507.08	3.37	3.61	Appling	 GA
400	Atkinson, GA	344.12	344.1	343.82	338.1	338.04	339.38	6.02	6.05	Atkinson	 GA
401	Bacon, GA	285.94	285.92	285.65	284.97	284.95	258.58	0.97	0.97	Bacon	 GA
402	Baker, GA	349.19	349.17	347.11	343.24	343.22	341.94	5.95	5.95	Baker	 GA
403	Baldwin, GA	267.52	267.5	257.44	258.5	258.45	257.84	9.02	9.05	Baldwin	 GA
404	Banks, GA	233.88	233.87	233.77	233.68	233.67	232.09	0.2	0.2	Banks	 GA
405	Barrow, GA	162.85	162.84	162.64	162.22	162.17	160.31	0.63	0.67	Barrow	 GA
406	Bartow, GA	470.56	470.11	456.12	459.87	459.43	459.54	10.69	10.69	Bartow	 GA
407	Ben Hill, GA	254.04	254.03	253.75	251.83	251.79	250.12	2.21	2.23	Ben Hill	 GA
408	Berrien, GA	457.81	457.78	455.7	452.49	452.41	451.9	5.32	5.37	Berrien	 GA
409	Bibb, GA	255.17	255.13	253.0	250.0	249.96	249.76	5.17	5.17	Bibb	 GA
410	Bleckley, GA	219.14	219.14	218.99	217.41	217.39	215.87	1.73	1.74	Bleckley	 GA
411	Brantley, GA	447.44	447.42	444.5	444.42	444.4	442.36	3.02	3.02	Brantley	 GA
412	Brooks, GA	497.81	497.77	491.14	493.73	493.62	493.05	4.08	4.15	Brooks	 GA
413	Bryan, GA	454.54	454.49	441.26	441.76	441.71	435.97	12.78	12.78	Bryan	 GA
414	Bulloch, GA	688.92	688.84	677.93	682.6	682.07	672.81	6.32	6.77	Bulloch	 GA
415	Burke, GA	835.06	834.99	832.83	830.57	830.47	826.97	4.49	4.52	Burke	 GA
416	Butts, GA	190.02	190.01	186.9	186.62	186.61	184.39	3.4	3.4	Butts	 GA
417	Calhoun, GA	283.59	283.57	283.76	280.18	280.18	280.37	3.41	3.39	Calhoun	 GA
418	Camden, GA	782.52	782.52	649.46	629.95	629.91	613.03	152.57	152.61	Camden	 GA
419	Candler, GA	248.85	248.81	248.16	247.0	246.88	243.04	1.85	1.94	Candler	 GA
420	Carroll, GA	503.86	503.83	501.34	499.27	498.93	499.08	4.59	4.89	Carroll	 GA
421	Catoosa, GA	162.67	162.66	162.39	162.23	162.23	162.16	0.44	0.44	Catoosa	 GA
422	Charlton, GA	783.01	782.97	779.51	780.81	780.77	773.58	2.2	2.2	Charlton	 GA
423	Chatham, GA	646.32	632.28	443.44	440.39	438.11	426.44	205.93	194.17	Chatham	 GA
424	Chattahoochee, GA	251.19	251.17	250.08	248.8	248.77	248.74	2.39	2.4	Chattahoochee	 GA
425	Chattooga, GA	313.97	313.55	313.39	313.75	313.33	313.34	0.22	0.23	Chattooga	 GA
426	Cherokee, GA	434.03	433.99	423.97	423.75	423.68	421.67	10.28	10.31	Cherokee	 GA
427	Clarke, GA	121.29	121.28	121.94	120.83	120.79	119.2	0.46	0.49	Clarke	 GA
428	Clay, GA	217.01	216.99	196.4	195.22	195.21	195.38	21.79	21.79	Clay	 GA
429	Clayton, GA	144.29	144.28	147.89	142.65	142.62	141.57	1.64	1.66	Clayton	 GA
430	Clinch, GA	824.24	824.17	821.37	809.36	809.29	800.22	14.88	14.88	Clinch	 GA
431	Cobb, GA	344.54	344.51	343.29	340.22	340.15	339.55	4.32	4.36	Cobb	 GA
432	Coffee, GA	602.67	602.61	601.85	599.12	598.9	575.1	3.55	3.72	Coffee	 GA
433	Colquitt, GA	556.59	556.55	556.53	552.31	552.27	544.15	4.28	4.28	Colquitt	 GA
434	Columbia, GA	307.8	307.78	290.17	290.04	290.01	290.09	17.76	17.76	Columbia	 GA
435	Cook, GA	233.24	233.22	232.6	229.11	229.02	227.16	4.13	4.2	Cook	 GA
436	Coweta, GA	446.01	445.98	444.45	443.06	442.62	440.89	2.95	3.36	Coweta	 GA
437	Crawford, GA	326.48	326.45	327.78	325.14	325.01	324.89	1.34	1.45	Crawford	 GA
438	Crisp, GA	281.21	281.2	275.03	273.83	273.82	272.58	7.38	7.38	Crisp	 GA
439	Dade, GA	174.1	174.16	175.67	173.92	173.98	173.98	0.18	0.18	Dade	 GA
440	Dawson, GA	213.95	213.93	210.03	211.05	211.04	210.83	2.9	2.9	Dawson	 GA
441	Decatur, GA	623.2	623.16	585.79	596.84	596.8	597.14	26.36	26.36	Decatur	 GA
442	DeKalb, GA	270.94	270.91	269.96	268.29	268.21	267.58	2.65	2.7	DeKalb	 GA
443	Dodge, GA	503.2	503.17	503.91	500.65	500.29	495.89	2.55	2.88	Dodge	 GA
444	Dooly, GA	397.15	397.07	396.79	392.96	392.88	391.94	4.19	4.19	Dooly	 GA
445	Dougherty, GA	334.67	334.64	329.54	329.69	329.6	328.69	4.98	5.04	Dougherty	 GA
446	Douglas, GA	200.27	200.26	202.71	199.31	199.3	200.07	0.96	0.96	Douglas	 GA
447	Early, GA	516.31	516.27	516.08	511.28	511.23	512.59	5.03	5.04	Early	 GA
448	Echols, GA	420.83	420.8	420.59	404.16	404.13	414.89	16.67	16.67	Echols	 GA
449	Effingham, GA	482.89	482.82	481.92	479.49	479.41	477.7	3.4	3.4	Effingham	 GA
450	Elbert, GA	374.57	374.54	366.73	368.79	368.76	351.06	5.78	5.78	Elbert	 GA
451	Emanuel, GA	690.4	690.33	688.32	685.97	685.79	680.6	4.43	4.54	Emanuel	 GA
452	Evans, GA	186.9	186.88	186.47	185.02	184.92	182.85	1.88	1.96	Evans	 GA
453	Fannin, GA	391.46	391.43	384.2	385.77	385.74	386.72	5.69	5.69	Fannin	 GA
454	Fayette, GA	199.27	199.25	199.04	197.4	197.05	194.34	1.87	2.2	Fayette	 GA
455	Floyd, GA	518.5	518.46	518.66	513.29	513.13	509.91	5.21	5.33	Floyd	 GA
456	Forsyth, GA	247.38	247.37	226.24	225.8	225.8	224.02	21.58	21.57	Forsyth	 GA
457	Franklin, GA	266.38	266.37	263.8	263.32	263.29	261.5	3.06	3.07	Franklin	 GA
458	Fulton, GA	534.59	534.61	533.94	528.69	528.66	526.64	5.9	5.95	Fulton	 GA
459	Gilmer, GA	431.85	431.83	427.39	426.71	426.69	426.54	5.14	5.14	Gilmer	 GA
460	Glascock, GA	144.46	144.45	144.34	144.2	144.14	143.74	0.26	0.31	Glascock	 GA
461	Glynn, GA	583.07	585.17	412.4	422.41	422.37	419.75	160.66	162.8	Glynn	 GA
462	Gordon, GA	357.63	358.01	354.97	355.15	355.54	355.81	2.48	2.48	Gordon	 GA
463	Grady, GA	460.37	460.34	458.98	458.15	458.12	454.53	2.22	2.22	Grady	 GA
464	Greene, GA	406.28	406.24	389.45	388.37	388.28	387.44	17.91	17.96	Greene	 GA
465	Gwinnett, GA	436.74	436.72	435.09	432.86	432.73	430.38	3.88	3.99	Gwinnett	 GA
466	Habersham, GA	279.21	279.2	278.26	278.2	278.17	276.74	1.01	1.03	Habersham	 GA
467	Hall, GA	429.21	429.19	379.2	393.67	393.66	392.78	35.54	35.53	Hall	 GA
468	Hancock, GA	478.8	478.76	469.66	473.33	473.28	471.84	5.47	5.48	Hancock	 GA
469	Haralson, GA	283.19	283.16	282.59	282.17	282.11	282.17	1.02	1.05	Haralson	 GA
470	Harris, GA	472.97	472.93	464.44	463.75	463.69	463.87	9.22	9.24	Harris	 GA
471	Hart, GA	256.43	256.42	229.97	232.22	232.21	232.39	24.21	24.21	Hart	 GA
472	Heard, GA	301.11	301.08	291.83	296.06	296.03	296.03	5.05	5.06	Heard	 GA
473	Henry, GA	324.49	324.48	320.64	322.68	322.71	322.13	1.81	1.77	Henry	 GA
474	Houston, GA	379.87	379.83	379.75	376.79	376.75	375.54	3.08	3.08	Houston	 GA
475	Irwin, GA	362.75	362.73	362.23	356.83	356.81	354.34	5.92	5.92	Irwin	 GA
476	Jackson, GA	343.02	343.0	342.12	342.39	342.36	339.66	0.63	0.64	Jackson	 GA
477	Jasper, GA	373.6	373.58	371.33	370.46	370.42	368.17	3.14	3.16	Jasper	 GA
478	Jeff Davis, GA	335.46	335.42	335.06	333.42	333.38	330.74	2.04	2.04	Jeff Davis	 GA
479	Jefferson, GA	529.6	529.56	529.15	527.69	527.65	526.49	1.91	1.91	Jefferson	 GA
480	Jenkins, GA	352.48	352.45	352.6	349.84	349.81	347.28	2.64	2.64	Jenkins	 GA
481	Johnson, GA	306.54	306.52	306.41	304.42	304.26	303.01	2.12	2.26	Johnson	 GA
482	Jones, GA	395.41	395.39	394.33	393.78	393.75	393.93	1.63	1.64	Jones	 GA
483	Lamar, GA	185.81	185.79	185.56	184.84	184.82	183.5	0.97	0.97	Lamar	 GA
484	Lanier, GA	199.84	199.83	193.7	186.82	186.82	185.26	13.02	13.01	Lanier	 GA
485	Laurens, GA	818.56	818.51	815.73	812.63	812.27	807.3	5.93	6.24	Laurens	 GA
486	Lee, GA	362.03	362.01	358.44	355.8	355.77	355.78	6.23	6.24	Lee	 GA
487	Liberty, GA	602.58	602.52	516.67	519.12	519.05	489.8	83.46	83.47	Liberty	 GA
488	Lincoln, GA	257.31	257.28	195.66	211.11	211.09	210.38	46.2	46.19	Lincoln	 GA
489	Long, GA	403.53	403.49	402.13	401.04	400.92	400.29	2.49	2.57	Long	 GA
490	Lowndes, GA	510.66	510.63	506.77	504.26	504.22	496.07	6.4	6.41	Lowndes	 GA
491	Lumpkin, GA	284.89	284.87	287.11	284.49	284.47	282.93	0.4	0.4	Lumpkin	 GA
492	McDuffie, GA	266.32	266.3	255.95	259.79	259.77	257.46	6.53	6.52	McDuffie	 GA
493	McIntosh, GA	574.76	574.53	425.04	433.46	433.45	424.3	141.3	141.08	McIntosh	 GA
494	Macon, GA	405.99	405.95	403.83	403.32	403.28	400.64	2.67	2.67	Macon	 GA
495	Madison, GA	285.6	285.57	285.17	284.44	283.88	282.31	1.16	1.69	Madison	 GA
496	Marion, GA	367.53	367.49	366.19	367.06	367.0	366.0	0.47	0.49	Marion	 GA
497	Meriwether, GA	505.39	505.34	505.74	503.36	503.28	501.22	2.03	2.06	Meriwether	 GA
498	Miller, GA	283.74	283.72	283.6	283.07	283.05	282.42	0.67	0.68	Miller	 GA
499	Mitchell, GA	513.84	513.81	512.36	512.02	511.96	512.09	1.82	1.85	Mitchell	 GA
500	Monroe, GA	397.83	397.8	396.81	395.66	395.63	395.66	2.17	2.17	Monroe	 GA
501	Montgomery, GA	247.34	247.32	244.16	245.35	245.33	239.52	1.99	1.99	Montgomery	 GA
502	Morgan, GA	354.62	354.6	348.91	349.66	349.64	347.35	4.96	4.96	Morgan	 GA
503	Murray, GA	346.9	346.88	344.65	344.44	344.41	344.47	2.46	2.47	Murray	 GA
504	Muscogee, GA	221.02	221.0	217.83	216.31	216.26	216.39	4.71	4.74	Muscogee	 GA
505	Newton, GA	279.21	279.19	277.34	276.45	276.43	272.16	2.76	2.76	Newton	 GA
506	Oconee, GA	186.15	186.14	186.38	185.77	185.7	184.29	0.38	0.44	Oconee	 GA
507	Oglethorpe, GA	442.2	442.17	441.63	441.14	441.11	439.01	1.06	1.06	Oglethorpe	 GA
508	Paulding, GA	315.09	315.06	312.33	313.56	313.43	312.22	1.53	1.63	Paulding	 GA
509	Peach, GA	151.47	151.46	151.52	151.08	151.06	150.27	0.39	0.4	Peach	 GA
510	Pickens, GA	232.8	232.78	232.11	232.15	232.13	232.06	0.65	0.65	Pickens	 GA
511	Pierce, GA	343.67	343.9	343.91	343.03	343.25	316.49	0.64	0.65	Pierce	 GA
512	Pike, GA	219.45	219.43	219.28	218.43	218.37	216.09	1.02	1.06	Pike	 GA
513	Polk, GA	312.16	312.13	311.43	311.17	311.14	310.33	0.99	0.99	Polk	 GA
514	Pulaski, GA	249.87	249.89	249.22	247.4	247.42	249.03	2.47	2.47	Pulaski	 GA
515	Putnam, GA	360.66	360.63	343.53	344.5	344.53	344.64	16.16	16.1	Putnam	 GA
516	Quitman, GA	160.93	160.92	146.0	151.55	151.54	151.24	9.38	9.38	Quitman	 GA
517	Rabun, GA	377.01	376.99	370.39	371.07	371.05	369.99	5.94	5.94	Rabun	 GA
518	Randolph, GA	430.92	430.89	430.53	429.28	429.25	428.24	1.64	1.64	Randolph	 GA
519	Richmond, GA	328.5	328.45	325.92	324.07	324.04	324.33	4.43	4.41	Richmond	 GA
